"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042303","GO:0042303","molting cycle","1/107","76/12100",0.491944983593578,0.568068849570044,0.437474848888178,"TNF",1
"GO:0042633","GO:0042633","hair cycle","1/107","76/12100",0.491944983593578,0.568068849570044,0.437474848888178,"TNF",1
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","1/107","76/12100",0.491944983593578,0.568068849570044,0.437474848888178,"LMNA",1
"GO:0006885","GO:0006885","regulation of pH","1/107","77/12100",0.496466098593203,0.571755337452118,0.44031384583434,"GRN",1
"GO:0010507","GO:0010507","negative regulation of autophagy","1/107","77/12100",0.496466098593203,0.571755337452118,0.44031384583434,"MCL1",1
"GO:0030101","GO:0030101","natural killer cell activation","1/107","77/12100",0.496466098593203,0.571755337452118,0.44031384583434,"FCGR3A",1
"GO:0032091","GO:0032091","negative regulation of protein binding","1/107","77/12100",0.496466098593203,0.571755337452118,0.44031384583434,"CTSZ",1
"GO:0061387","GO:0061387","regulation of extent of cell growth","1/107","77/12100",0.496466098593203,0.571755337452118,0.44031384583434,"SPP1",1
"GO:1990542","GO:1990542","mitochondrial transmembrane transport","1/107","77/12100",0.496466098593203,0.571755337452118,0.44031384583434,"UCP2",1
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","3/107","300/12100",0.497498895205566,0.572689321186256,0.441033114974454,"CCL2/ZFP36L1/ADAM17",3
"GO:0003018","GO:0003018","vascular process in circulatory system","2/107","189/12100",0.500379514239007,0.575492162924328,0.443191608204189,"SOD2/TNF",2
"GO:0061448","GO:0061448","connective tissue development","2/107","189/12100",0.500379514239007,0.575492162924328,0.443191608204189,"TIMP1/CD44",2
"GO:0070828","GO:0070828","heterochromatin organization","1/107","78/12100",0.500947353475555,0.575632428426294,0.443299627908708,"LMNA",1
"GO:0097581","GO:0097581","lamellipodium organization","1/107","78/12100",0.500947353475555,0.575632428426294,0.443299627908708,"CD44",1
"GO:0033673","GO:0033673","negative regulation of kinase activity","2/107","190/12100",0.503186974644176,0.57794874044985,0.445083440299142,"LILRB4/IL1B",2
"GO:0070201","GO:0070201","regulation of establishment of protein localization","4/107","416/12100",0.504486473842965,0.579183670725894,0.446034471034781,"IFI27/IL1B/UCP2/TNF",4
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","1/107","79/12100",0.50538909637841,0.579447001265122,0.446237264213712,"ADAM17",1
"GO:0006165","GO:0006165","nucleoside diphosphate phosphorylation","1/107","79/12100",0.50538909637841,0.579447001265122,0.446237264213712,"PKM",1
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","1/107","79/12100",0.50538909637841,0.579447001265122,0.446237264213712,"ADAM17",1
"GO:0007033","GO:0007033","vacuole organization","2/107","191/12100",0.505984407469632,0.579872055076161,0.446564601915638,"GRN/GAA",2
"GO:0003279","GO:0003279","cardiac septum development","1/107","80/12100",0.509791672427616,0.583199866286267,0.449127378782159,"ENG",1
"GO:0007368","GO:0007368","determination of left/right symmetry","1/107","80/12100",0.509791672427616,0.583199866286267,0.449127378782159,"ENG",1
"GO:0034644","GO:0034644","cellular response to UV","1/107","80/12100",0.509791672427616,0.583199866286267,0.449127378782159,"TIMP1",1
"GO:0050000","GO:0050000","chromosome localization","1/107","80/12100",0.509791672427616,0.583199866286267,0.449127378782159,"LMNA",1
"GO:0046939","GO:0046939","nucleotide phosphorylation","1/107","81/12100",0.514155423762911,0.587854893556614,0.452712256483527,"PKM",1
"GO:0015931","GO:0015931","nucleobase-containing compound transport","2/107","194/12100",0.514316113301468,0.587854893556614,0.452712256483527,"MX2/ZFP36L1",2
"GO:0046486","GO:0046486","glycerolipid metabolic process","3/107","308/12100",0.515185044614414,0.58832719380558,0.453075979085466,"DBI/PLEK/C3",3
"GO:0051098","GO:0051098","regulation of binding","3/107","308/12100",0.515185044614414,0.58832719380558,0.453075979085466,"PLAUR/CTSZ/CALM3",3
"GO:0046777","GO:0046777","protein autophosphorylation","2/107","195/12100",0.517073016207415,0.590222160852142,0.4545353099799,"CALM3/ENG",2
"GO:0048598","GO:0048598","embryonic morphogenesis","4/107","423/12100",0.517675101013971,0.590523661426103,0.454767498240413,"NR4A3/KDM6B/ZFP36L1/ENG",4
"GO:0003231","GO:0003231","cardiac ventricle development","1/107","82/12100",0.518480689563508,0.590523661426103,0.454767498240413,"ENG",1
"GO:0006497","GO:0006497","protein lipidation","1/107","82/12100",0.518480689563508,0.590523661426103,0.454767498240413,"DBI",1
"GO:0045185","GO:0045185","maintenance of protein location","1/107","82/12100",0.518480689563508,0.590523661426103,0.454767498240413,"CD4",1
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","1/107","82/12100",0.518480689563508,0.590523661426103,0.454767498240413,"TNF",1
"GO:0042176","GO:0042176","regulation of protein catabolic process","3/107","310/12100",0.519555982648975,0.591266272054,0.455339389257616,"IL1B/TIMP1/TNF",3
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","2/107","196/12100",0.51981968921866,0.591266272054,0.455339389257616,"CCL3/CALM3",2
"GO:0015849","GO:0015849","organic acid transport","2/107","196/12100",0.51981968921866,0.591266272054,0.455339389257616,"IL1B/TNF",2
"GO:0033157","GO:0033157","regulation of intracellular protein transport","2/107","197/12100",0.522556096283943,0.592791600914227,0.456514058513178,"IFI27/IL1B",2
"GO:0003341","GO:0003341","cilium movement","1/107","83/12100",0.522767806073468,0.592791600914227,0.456514058513178,"PLTP",1
"GO:0014066","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","1/107","83/12100",0.522767806073468,0.592791600914227,0.456514058513178,"TNF",1
"GO:0030216","GO:0030216","keratinocyte differentiation","1/107","83/12100",0.522767806073468,0.592791600914227,0.456514058513178,"ZFP36L1",1
"GO:0043200","GO:0043200","response to amino acid","1/107","83/12100",0.522767806073468,0.592791600914227,0.456514058513178,"TNF",1
"GO:0061157","GO:0061157","mRNA destabilization","1/107","83/12100",0.522767806073468,0.592791600914227,0.456514058513178,"ZFP36L1",1
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","1/107","83/12100",0.522767806073468,0.592791600914227,0.456514058513178,"ADAM17",1
"GO:0034765","GO:0034765","regulation of ion transmembrane transport","3/107","313/12100",0.526073261561675,0.596039495974839,0.459015291245657,"CCL2/CALM3/TNF",3
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","1/107","84/12100",0.527017106626862,0.596039495974839,0.459015291245657,"ENG",1
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","1/107","84/12100",0.527017106626862,0.596039495974839,0.459015291245657,"PKM",1
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","1/107","84/12100",0.527017106626862,0.596039495974839,0.459015291245657,"PKM",1
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","1/107","84/12100",0.527017106626862,0.596039495974839,0.459015291245657,"ISG15",1
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","1/107","84/12100",0.527017106626862,0.596039495974839,0.459015291245657,"ADAM17",1
"GO:0032970","GO:0032970","regulation of actin filament-based process","3/107","314/12100",0.528235117152578,0.597155460809088,0.459874705641635,"BST2/PLEK/ABL2",3
"GO:0051146","GO:0051146","striated muscle cell differentiation","2/107","200/12100",0.530703382436369,0.598966408628359,0.461269332585499,"KDM6B/LMNA",2
"GO:0042158","GO:0042158","lipoprotein biosynthetic process","1/107","85/12100",0.531228921672712,0.598966408628359,0.461269332585499,"DBI",1
"GO:0046887","GO:0046887","positive regulation of hormone secretion","1/107","85/12100",0.531228921672712,0.598966408628359,0.461269332585499,"SPP1",1
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis","1/107","85/12100",0.531228921672712,0.598966408628359,0.461269332585499,"C3",1
"GO:0071333","GO:0071333","cellular response to glucose stimulus","1/107","85/12100",0.531228921672712,0.598966408628359,0.461269332585499,"UCP2",1
"GO:0072089","GO:0072089","stem cell proliferation","1/107","85/12100",0.531228921672712,0.598966408628359,0.461269332585499,"ZFP36L1",1
"GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","1/107","86/12100",0.535403578799721,0.602358187564654,0.46388137156412,"ADAM17",1
"GO:0009855","GO:0009855","determination of bilateral symmetry","1/107","86/12100",0.535403578799721,0.602358187564654,0.46388137156412,"ENG",1
"GO:0050779","GO:0050779","RNA destabilization","1/107","86/12100",0.535403578799721,0.602358187564654,0.46388137156412,"ZFP36L1",1
"GO:0090398","GO:0090398","cellular senescence","1/107","86/12100",0.535403578799721,0.602358187564654,0.46388137156412,"LMNA",1
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","1/107","86/12100",0.535403578799721,0.602358187564654,0.46388137156412,"TNF",1
"GO:0032984","GO:0032984","protein-containing complex disassembly","2/107","202/12100",0.536082978698503,0.602859865417915,0.464267718119141,"PLEK/TNF",2
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","2/107","203/12100",0.538757110927941,0.604642318545309,0.465640401048591,"MCL1/TIMP1",2
"GO:0009799","GO:0009799","specification of symmetry","1/107","87/12100",0.539541402760802,0.604642318545309,0.465640401048591,"ENG",1
"GO:0030004","GO:0030004","cellular monovalent inorganic cation homeostasis","1/107","87/12100",0.539541402760802,0.604642318545309,0.465640401048591,"GRN",1
"GO:0031058","GO:0031058","positive regulation of histone modification","1/107","87/12100",0.539541402760802,0.604642318545309,0.465640401048591,"LMNA",1
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","1/107","87/12100",0.539541402760802,0.604642318545309,0.465640401048591,"PLEK",1
"GO:0061014","GO:0061014","positive regulation of mRNA catabolic process","1/107","87/12100",0.539541402760802,0.604642318545309,0.465640401048591,"ZFP36L1",1
"GO:0071331","GO:0071331","cellular response to hexose stimulus","1/107","87/12100",0.539541402760802,0.604642318545309,0.465640401048591,"UCP2",1
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","1/107","87/12100",0.539541402760802,0.604642318545309,0.465640401048591,"NFKB1",1
"GO:0008544","GO:0008544","epidermis development","2/107","204/12100",0.541420763363682,0.606222207721174,0.466857087686126,"ZFP36L1/TNF",2
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","2/107","204/12100",0.541420763363682,0.606222207721174,0.466857087686126,"ENG/ADAM17",2
"GO:0031123","GO:0031123","RNA 3'-end processing","1/107","88/12100",0.543642715497387,0.607393116146367,0.467758814627782,"ZFP36L1",1
"GO:0035637","GO:0035637","multicellular organismal signaling","1/107","88/12100",0.543642715497387,0.607393116146367,0.467758814627782,"CALM3",1
"GO:0043473","GO:0043473","pigmentation","1/107","88/12100",0.543642715497387,0.607393116146367,0.467758814627782,"SOD2",1
"GO:0071326","GO:0071326","cellular response to monosaccharide stimulus","1/107","88/12100",0.543642715497387,0.607393116146367,0.467758814627782,"UCP2",1
"GO:1904029","GO:1904029","regulation of cyclin-dependent protein kinase activity","1/107","88/12100",0.543642715497387,0.607393116146367,0.467758814627782,"ADAM17",1
"GO:0031341","GO:0031341","regulation of cell killing","1/107","89/12100",0.547707836163536,0.611405807598033,0.470849023830031,"HLA-B",1
"GO:0034620","GO:0034620","cellular response to unfolded protein","1/107","89/12100",0.547707836163536,0.611405807598033,0.470849023830031,"ATF3",1
"GO:0051261","GO:0051261","protein depolymerization","1/107","90/12100",0.55173708114984,0.615637486399692,0.474107877128712,"PLEK",1
"GO:0006865","GO:0006865","amino acid transport","1/107","91/12100",0.555730764107123,0.619290821288128,0.476921342661044,"TNF",1
"GO:0009408","GO:0009408","response to heat","1/107","91/12100",0.555730764107123,0.619290821288128,0.476921342661044,"CD14",1
"GO:0019395","GO:0019395","fatty acid oxidation","1/107","91/12100",0.555730764107123,0.619290821288128,0.476921342661044,"NR4A3",1
"GO:0055074","GO:0055074","calcium ion homeostasis","2/107","210/12100",0.557181271966687,0.620639363338217,0.477959866829423,"CCL3/CALM3",2
"GO:0006639","GO:0006639","acylglycerol metabolic process","1/107","92/12100",0.559689195969937,0.622358959515236,0.479284143065058,"C3",1
"GO:0042177","GO:0042177","negative regulation of protein catabolic process","1/107","92/12100",0.559689195969937,0.622358959515236,0.479284143065058,"TIMP1",1
"GO:0050871","GO:0050871","positive regulation of B cell activation","1/107","92/12100",0.559689195969937,0.622358959515236,0.479284143065058,"IGKC",1
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","1/107","92/12100",0.559689195969937,0.622358959515236,0.479284143065058,"TNF",1
"GO:0001704","GO:0001704","formation of primary germ layer","1/107","93/12100",0.563612684979866,0.625913097900221,0.482021216492118,"KDM6B",1
"GO:0006638","GO:0006638","neutral lipid metabolic process","1/107","93/12100",0.563612684979866,0.625913097900221,0.482021216492118,"C3",1
"GO:0071482","GO:0071482","cellular response to light stimulus","1/107","93/12100",0.563612684979866,0.625913097900221,0.482021216492118,"TIMP1",1
"GO:0001101","GO:0001101","response to acid chemical","1/107","94/12100",0.56750153670862,0.628879385314016,0.484305580683345,"TNF",1
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","1/107","94/12100",0.56750153670862,0.628879385314016,0.484305580683345,"PKM",1
"GO:0018107","GO:0018107","peptidyl-threonine phosphorylation","1/107","94/12100",0.56750153670862,0.628879385314016,0.484305580683345,"CALM3",1
"GO:0019751","GO:0019751","polyol metabolic process","1/107","94/12100",0.56750153670862,0.628879385314016,0.484305580683345,"PLEK",1
"GO:0042752","GO:0042752","regulation of circadian rhythm","1/107","94/12100",0.56750153670862,0.628879385314016,0.484305580683345,"KLF10",1
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","3/107","333/12100",0.568261722472682,0.629451637676733,0.484746277292734,"ISG15/PLEK/TNF",3
"GO:1903532","GO:1903532","positive regulation of secretion by cell","2/107","216/12100",0.572559172907327,0.633939873261886,0.488202707241103,"SPP1/IL1B",2
"GO:0030855","GO:0030855","epithelial cell differentiation","4/107","454/12100",0.574042711823417,0.635310022258063,0.489257871109903,"KDM6B/ZFP36L1/IL1B/TNF",4
"GO:0034440","GO:0034440","lipid oxidation","1/107","96/12100",0.575176537397345,0.636019622937878,0.489804340873925,"NR4A3",1
"GO:0050954","GO:0050954","sensory perception of mechanical stimulus","1/107","96/12100",0.575176537397345,0.636019622937878,0.489804340873925,"TNF",1
"GO:0045786","GO:0045786","negative regulation of cell cycle","3/107","337/12100",0.576424650514106,0.637126903950094,0.490657067781699,"CCL2/ZFP36L1/TNF",3
"GO:0007612","GO:0007612","learning","1/107","97/12100",0.578963284356566,0.639385457745361,0.492396400049324,"LGMN",1
"GO:0022904","GO:0022904","respiratory electron transport chain","1/107","97/12100",0.578963284356566,0.639385457745361,0.492396400049324,"SOD2",1
"GO:0008286","GO:0008286","insulin receptor signaling pathway","1/107","98/12100",0.582716590077956,0.643255337999693,0.495376629084521,"IL1B",1
"GO:0006470","GO:0006470","protein dephosphorylation","2/107","221/12100",0.58507955651015,0.645587784149234,0.497172866508175,"CALM3/TNF",2
"GO:0021953","GO:0021953","central nervous system neuron differentiation","1/107","99/12100",0.586436747123587,0.646256799433675,0.497688081100009,"NR4A2",1
"GO:0030902","GO:0030902","hindbrain development","1/107","99/12100",0.586436747123587,0.646256799433675,0.497688081100009,"EGR2",1
"GO:0071901","GO:0071901","negative regulation of protein serine/threonine kinase activity","1/107","99/12100",0.586436747123587,0.646256799433675,0.497688081100009,"IL1B",1
"GO:0051348","GO:0051348","negative regulation of transferase activity","2/107","222/12100",0.587551384871032,0.646932910762049,0.498208760418081,"LILRB4/IL1B",2
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","2/107","222/12100",0.587551384871032,0.646932910762049,0.498208760418081,"ISG15/BIRC3",2
"GO:0030198","GO:0030198","extracellular matrix organization","2/107","223/12100",0.590012448457529,0.648659125386616,0.499538133578751,"ENG/TNF",2
"GO:0070588","GO:0070588","calcium ion transmembrane transport","2/107","223/12100",0.590012448457529,0.648659125386616,0.499538133578751,"CCL3/CALM3",2
"GO:0018210","GO:0018210","peptidyl-threonine modification","1/107","100/12100",0.590124045520202,0.648659125386616,0.499538133578751,"CALM3",1
"GO:1902600","GO:1902600","proton transmembrane transport","1/107","100/12100",0.590124045520202,0.648659125386616,0.499538133578751,"UCP2",1
"GO:0043062","GO:0043062","extracellular structure organization","2/107","224/12100",0.592462742591196,0.650185238049402,0.500713406447601,"ENG/TNF",2
"GO:0045229","GO:0045229","external encapsulating structure organization","2/107","224/12100",0.592462742591196,0.650185238049402,0.500713406447601,"ENG/TNF",2
"GO:0048638","GO:0048638","regulation of developmental growth","2/107","224/12100",0.592462742591196,0.650185238049402,0.500713406447601,"SPP1/LGMN",2
"GO:0001678","GO:0001678","cellular glucose homeostasis","1/107","101/12100",0.59377877278098,0.650185238049402,0.500713406447601,"UCP2",1
"GO:0006906","GO:0006906","vesicle fusion","1/107","101/12100",0.59377877278098,0.650185238049402,0.500713406447601,"STX11",1
"GO:0031398","GO:0031398","positive regulation of protein ubiquitination","1/107","101/12100",0.59377877278098,0.650185238049402,0.500713406447601,"BIRC3",1
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","1/107","101/12100",0.59377877278098,0.650185238049402,0.500713406447601,"ADAM17",1
"GO:1903825","GO:1903825","organic acid transmembrane transport","1/107","101/12100",0.59377877278098,0.650185238049402,0.500713406447601,"TNF",1
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","1/107","101/12100",0.59377877278098,0.650185238049402,0.500713406447601,"TNF",1
"GO:0015711","GO:0015711","organic anion transport","2/107","226/12100",0.597331008347405,0.653320599051166,0.50312797570535,"IL1B/TNF",2
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","2/107","226/12100",0.597331008347405,0.653320599051166,0.50312797570535,"PLEK/GAA",2
"GO:0007006","GO:0007006","mitochondrial membrane organization","1/107","102/12100",0.597401213927112,0.653320599051166,0.50312797570535,"CALM3",1
"GO:0010977","GO:0010977","negative regulation of neuron projection development","1/107","103/12100",0.600991651509192,0.656690835462011,0.505723424594455,"SPP1",1
"GO:0090174","GO:0090174","organelle membrane fusion","1/107","103/12100",0.600991651509192,0.656690835462011,0.505723424594455,"STX11",1
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","2/107","228/12100",0.602156162740748,0.657684945937653,0.506488997870368,"CCL2/ZFP36L1",2
"GO:0002040","GO:0002040","sprouting angiogenesis","1/107","104/12100",0.604550365628431,0.660020737442964,0.508287811582111,"PKM",1
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","1/107","105/12100",0.608077633957688,0.663350670461211,0.510852222471861,"TNF",1
"GO:0009314","GO:0009314","response to radiation","3/107","353/12100",0.608114266840312,0.663350670461211,0.510852222471861,"SOD2/TIMP1/TNF",3
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","2/107","231/12100",0.609313052207937,0.664377660811188,0.511643116830011,"CXCL8/ATF3",2
"GO:0006119","GO:0006119","oxidative phosphorylation","1/107","106/12100",0.611573731762317,0.666561154668764,0.513324644775284,"TNF",1
"GO:0006937","GO:0006937","regulation of muscle contraction","1/107","107/12100",0.615038931920849,0.669490102116202,0.515580253127933,"CALM3",1
"GO:0009132","GO:0009132","nucleoside diphosphate metabolic process","1/107","107/12100",0.615038931920849,0.669490102116202,0.515580253127933,"PKM",1
"GO:0016125","GO:0016125","sterol metabolic process","1/107","107/12100",0.615038931920849,0.669490102116202,0.515580253127933,"LIPA",1
"GO:0030879","GO:0030879","mammary gland development","1/107","108/12100",0.618473504945486,0.67237835358705,0.517804521148819,"NFKB1",1
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","1/107","108/12100",0.618473504945486,0.67237835358705,0.517804521148819,"ATF3",1
"GO:0043401","GO:0043401","steroid hormone mediated signaling pathway","1/107","108/12100",0.618473504945486,0.67237835358705,0.517804521148819,"NR4A3",1
"GO:0030168","GO:0030168","platelet activation","1/107","109/12100",0.621877719002426,0.674658937169859,0.519560818750811,"PLEK",1
"GO:0034968","GO:0034968","histone lysine methylation","1/107","109/12100",0.621877719002426,0.674658937169859,0.519560818750811,"LMNA",1
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","1/107","109/12100",0.621877719002426,0.674658937169859,0.519560818750811,"TNF",1
"GO:0050770","GO:0050770","regulation of axonogenesis","1/107","109/12100",0.621877719002426,0.674658937169859,0.519560818750811,"SPP1",1
"GO:2000278","GO:2000278","regulation of DNA biosynthetic process","1/107","109/12100",0.621877719002426,0.674658937169859,0.519560818750811,"TNF",1
"GO:0007162","GO:0007162","negative regulation of cell adhesion","2/107","237/12100",0.623336017095459,0.675956991239175,0.520560461678341,"VSIG4/LILRB4",2
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","1/107","110/12100",0.625251839932018,0.677749895341928,0.521941192996413,"ZFP36L1",1
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","2/107","239/12100",0.6279243104475,0.680361128651047,0.523952126879134,"NR4A2/NFKB1",2
"GO:0001764","GO:0001764","neuron migration","1/107","112/12100",0.631910854261002,0.684106425870821,0.526836413416764,"NR4A2",1
"GO:0030509","GO:0030509","BMP signaling pathway","1/107","112/12100",0.631910854261002,0.684106425870821,0.526836413416764,"ENG",1
"GO:0055067","GO:0055067","monovalent inorganic cation homeostasis","1/107","113/12100",0.635196267890804,0.685937584146406,0.528246604611913,"GRN",1
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","1/107","113/12100",0.635196267890804,0.685937584146406,0.528246604611913,"CALM3",1
"GO:0090101","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","1/107","113/12100",0.635196267890804,0.685937584146406,0.528246604611913,"ADAM17",1
"GO:0099173","GO:0099173","postsynapse organization","1/107","113/12100",0.635196267890804,0.685937584146406,0.528246604611913,"LGMN",1
"GO:1903305","GO:1903305","regulation of regulated secretory pathway","1/107","113/12100",0.635196267890804,0.685937584146406,0.528246604611913,"CALM3",1
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","1/107","113/12100",0.635196267890804,0.685937584146406,0.528246604611913,"ZFP36L1",1
"GO:0001501","GO:0001501","skeletal system development","3/107","368/12100",0.636384254093979,0.686933170598099,0.529013314550047,"ENG/TIMP1/CD44",3
"GO:0007041","GO:0007041","lysosomal transport","1/107","114/12100",0.638452628893197,0.688590095155487,0.530289326816713,"GRN",1
"GO:0018022","GO:0018022","peptidyl-lysine methylation","1/107","114/12100",0.638452628893197,0.688590095155487,0.530289326816713,"LMNA",1
"GO:0006633","GO:0006633","fatty acid biosynthetic process","1/107","115/12100",0.641680191775596,0.691695563724505,0.532680875647434,"IL1B",1
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","3/107","371/12100",0.641867765563096,0.691695563724505,0.532680875647434,"ZFP36L1/IL1B/TNF",3
"GO:0051640","GO:0051640","organelle localization","4/107","495/12100",0.642694751264086,0.692297808829315,0.533144669932968,"NR4A3/PLEK/LMNA/STX11",4
"GO:0051222","GO:0051222","positive regulation of protein transport","2/107","246/12100",0.643645861119072,0.693033199920536,0.533711001121078,"IL1B/TNF",2
"GO:0048839","GO:0048839","inner ear development","1/107","116/12100",0.644879208836924,0.694071745400974,0.534510794187468,"CEBPD",1
"GO:0003205","GO:0003205","cardiac chamber development","1/107","117/12100",0.648049930186594,0.696323312418554,0.536244745875759,"ENG",1
"GO:0007266","GO:0007266","Rho protein signal transduction","1/107","117/12100",0.648049930186594,0.696323312418554,0.536244745875759,"ABL2",1
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","1/107","117/12100",0.648049930186594,0.696323312418554,0.536244745875759,"NFKB1",1
"GO:1903322","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","1/107","117/12100",0.648049930186594,0.696323312418554,0.536244745875759,"BIRC3",1
"GO:0007009","GO:0007009","plasma membrane organization","1/107","118/12100",0.65119260376333,0.698537309063946,0.537949764287902,"S100A9",1
"GO:0045664","GO:0045664","regulation of neuron differentiation","1/107","118/12100",0.65119260376333,0.698537309063946,0.537949764287902,"EIF4E",1
"GO:0071772","GO:0071772","response to BMP","1/107","118/12100",0.65119260376333,0.698537309063946,0.537949764287902,"ENG",1
"GO:0071773","GO:0071773","cellular response to BMP stimulus","1/107","118/12100",0.65119260376333,0.698537309063946,0.537949764287902,"ENG",1
"GO:0006650","GO:0006650","glycerophospholipid metabolic process","2/107","250/12100",0.65239497306021,0.699536470282999,0.538719227186019,"DBI/PLEK",2
"GO:0006997","GO:0006997","nucleus organization","1/107","119/12100",0.654307475353826,0.701295932487995,0.540074204602643,"LMNA",1
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","3/107","379/12100",0.656210009357775,0.703043254838911,0.541419833010193,"CCL2/ZFP36L1/ADAM17",3
"GO:1904062","GO:1904062","regulation of cation transmembrane transport","2/107","252/12100",0.656705889844685,0.703282707415585,0.541604237558825,"CCL2/CALM3",2
"GO:0050684","GO:0050684","regulation of mRNA processing","1/107","120/12100",0.657394788611246,0.703728583828456,0.541947610930716,"ZFP36L1",1
"GO:0009749","GO:0009749","response to glucose","1/107","122/12100",0.663487704181766,0.709662490553985,0.54651736501956,"UCP2",1
"GO:0010675","GO:0010675","regulation of cellular carbohydrate metabolic process","1/107","122/12100",0.663487704181766,0.709662490553985,0.54651736501956,"PLEK",1
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","1/107","123/12100",0.666493783297858,0.712582587360277,0.548766157415126,"PLEK",1
"GO:0150063","GO:0150063","visual system development","2/107","258/12100",0.669385640551242,0.714880046087752,0.550535450715383,"C1QA/C3",2
"GO:0030832","GO:0030832","regulation of actin filament length","1/107","124/12100",0.669473257722767,0.714880046087752,0.550535450715383,"PLEK",1
"GO:0098739","GO:0098739","import across plasma membrane","1/107","124/12100",0.669473257722767,0.714880046087752,0.550535450715383,"TNF",1
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","1/107","125/12100",0.672426360714055,0.71773661156002,0.552735317068318,"CALM3",1
"GO:0006986","GO:0006986","response to unfolded protein","1/107","126/12100",0.675353323503499,0.720213937116066,0.554643127405214,"ATF3",1
"GO:0009913","GO:0009913","epidermal cell differentiation","1/107","126/12100",0.675353323503499,0.720213937116066,0.554643127405214,"ZFP36L1",1
"GO:0048880","GO:0048880","sensory system development","2/107","261/12100",0.675584103677425,0.720213937116066,0.554643127405214,"C1QA/C3",2
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","2/107","262/12100",0.677629439130303,0.722096249209427,0.556092712608181,"IL1B/TNF",2
"GO:0010212","GO:0010212","response to ionizing radiation","1/107","127/12100",0.678254375314516,0.722166101881271,0.556146506769016,"SOD2",1
"GO:1903169","GO:1903169","regulation of calcium ion transmembrane transport","1/107","127/12100",0.678254375314516,0.722166101881271,0.556146506769016,"CALM3",1
"GO:0006066","GO:0006066","alcohol metabolic process","2/107","263/12100",0.67966440001268,0.723369118232786,0.557072960308913,"PLEK/NFKB1",2
"GO:0030010","GO:0030010","establishment of cell polarity","1/107","128/12100",0.681129743379442,0.724629994810761,0.558043972521313,"ABL2",1
"GO:0006338","GO:0006338","chromatin remodeling","2/107","265/12100",0.683703284885329,0.726763565404972,0.559687054119611,"KDM6B/LMNA",2
"GO:0048284","GO:0048284","organelle fusion","1/107","129/12100",0.683979652956655,0.726763565404972,0.559687054119611,"STX11",1
"GO:0051017","GO:0051017","actin filament bundle assembly","1/107","129/12100",0.683979652956655,0.726763565404972,0.559687054119611,"PLEK",1
"GO:0010948","GO:0010948","negative regulation of cell cycle process","2/107","266/12100",0.685707253348873,0.728299517954253,0.560869904772141,"CCL2/ZFP36L1",2
