"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060348","GO:0060348","bone development","2/96","173/12100",0.4000897491536,0.533977019804161,0.471724080076562,"SERPINH1/RPL13",2
"GO:0010232","GO:0010232","vascular transport","1/96","64/12100",0.400183047172494,0.533977019804161,0.471724080076562,"SLC2A3",1
"GO:0014896","GO:0014896","muscle hypertrophy","1/96","64/12100",0.400183047172494,0.533977019804161,0.471724080076562,"RGS2",1
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","1/96","64/12100",0.400183047172494,0.533977019804161,0.471724080076562,"HNRNPA1",1
"GO:0060419","GO:0060419","heart growth","1/96","64/12100",0.400183047172494,0.533977019804161,0.471724080076562,"RGS2",1
"GO:0150104","GO:0150104","transport across blood-brain barrier","1/96","64/12100",0.400183047172494,0.533977019804161,0.471724080076562,"SLC2A3",1
"GO:0032388","GO:0032388","positive regulation of intracellular transport","2/96","174/12100",0.40288014883115,0.536184317335081,0.473674043012439,"HSP90AA1/BAG3",2
"GO:0016236","GO:0016236","macroautophagy","3/96","289/12100",0.403296674394113,0.536184317335081,0.473674043012439,"BAG3/HIF1A/CTSD",3
"GO:0001657","GO:0001657","ureteric bud development","1/96","65/12100",0.404967230245894,0.536184317335081,0.473674043012439,"HES1",1
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response","1/96","65/12100",0.404967230245894,0.536184317335081,0.473674043012439,"HIF1A",1
"GO:0019319","GO:0019319","hexose biosynthetic process","1/96","65/12100",0.404967230245894,0.536184317335081,0.473674043012439,"SDS",1
"GO:0032370","GO:0032370","positive regulation of lipid transport","1/96","65/12100",0.404967230245894,0.536184317335081,0.473674043012439,"MIF",1
"GO:0048678","GO:0048678","response to axon injury","1/96","65/12100",0.404967230245894,0.536184317335081,0.473674043012439,"JUN",1
"GO:0060349","GO:0060349","bone morphogenesis","1/96","65/12100",0.404967230245894,0.536184317335081,0.473674043012439,"SERPINH1",1
"GO:0060993","GO:0060993","kidney morphogenesis","1/96","65/12100",0.404967230245894,0.536184317335081,0.473674043012439,"HES1",1
"GO:0061326","GO:0061326","renal tubule development","1/96","65/12100",0.404967230245894,0.536184317335081,0.473674043012439,"HES1",1
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process","1/96","65/12100",0.404967230245894,0.536184317335081,0.473674043012439,"LDHB",1
"GO:0090307","GO:0090307","mitotic spindle assembly","1/96","65/12100",0.404967230245894,0.536184317335081,0.473674043012439,"HSPA1B",1
"GO:0097194","GO:0097194","execution phase of apoptosis","1/96","65/12100",0.404967230245894,0.536184317335081,0.473674043012439,"DEDD2",1
"GO:0015833","GO:0015833","peptide transport","2/96","175/12100",0.405664557096061,0.536788454339232,0.474207747576407,"HLA-DRB1/HIF1A",2
"GO:0001649","GO:0001649","osteoblast differentiation","2/96","176/12100",0.408442893191812,0.539823337173986,0.476888812978602,"ID3/HSPE1",2
"GO:0007611","GO:0007611","learning or memory","2/96","176/12100",0.408442893191812,0.539823337173986,0.476888812978602,"HIF1A/EIF4A3",2
"GO:0042093","GO:0042093","T-helper cell differentiation","1/96","66/12100",0.409713648683484,0.54022042369338,0.477239605739573,"HLA-DRB1",1
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/96","66/12100",0.409713648683484,0.54022042369338,0.477239605739573,"DNAJB6",1
"GO:0072163","GO:0072163","mesonephric epithelium development","1/96","66/12100",0.409713648683484,0.54022042369338,0.477239605739573,"HES1",1
"GO:0072164","GO:0072164","mesonephric tubule development","1/96","66/12100",0.409713648683484,0.54022042369338,0.477239605739573,"HES1",1
"GO:0007051","GO:0007051","spindle organization","2/96","177/12100",0.411215077989934,0.541558828316726,0.478421974392721,"HSPA1B/RPS3",2
"GO:0051651","GO:0051651","maintenance of location in cell","2/96","177/12100",0.411215077989934,0.541558828316726,0.478421974392721,"HSPA5/DDIT3",2
"GO:0003013","GO:0003013","circulatory system process","4/96","411/12100",0.412183344528571,0.542513184553858,0.479265068386151,"HSP90AA1/RGS2/KLF2/SLC2A3",4
"GO:0002819","GO:0002819","regulation of adaptive immune response","2/96","178/12100",0.413981033969747,0.542574441252875,0.479319183561376,"HLA-DRB1/HSPD1",2
"GO:0050920","GO:0050920","regulation of chemotaxis","2/96","178/12100",0.413981033969747,0.542574441252875,0.479319183561376,"HSPB1/MIF",2
"GO:0009166","GO:0009166","nucleotide catabolic process","1/96","67/12100",0.414422597472448,0.542574441252875,0.479319183561376,"UPP1",1
"GO:0015908","GO:0015908","fatty acid transport","1/96","67/12100",0.414422597472448,0.542574441252875,0.479319183561376,"MIF",1
"GO:0021549","GO:0021549","cerebellum development","1/96","67/12100",0.414422597472448,0.542574441252875,0.479319183561376,"HSPA5",1
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","1/96","67/12100",0.414422597472448,0.542574441252875,0.479319183561376,"MIF",1
"GO:0046425","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","1/96","67/12100",0.414422597472448,0.542574441252875,0.479319183561376,"HES1",1
"GO:0060191","GO:0060191","regulation of lipase activity","1/96","67/12100",0.414422597472448,0.542574441252875,0.479319183561376,"RGS2",1
"GO:0071260","GO:0071260","cellular response to mechanical stimulus","1/96","67/12100",0.414422597472448,0.542574441252875,0.479319183561376,"BAG3",1
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway","2/96","179/12100",0.416740685198309,0.544730637277345,0.481224002586136,"HLA-DRB1/RPS3",2
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","1/96","68/12100",0.419094369320087,0.544730637277345,0.481224002586136,"HLA-DRB1",1
"GO:0015718","GO:0015718","monocarboxylic acid transport","1/96","68/12100",0.419094369320087,0.544730637277345,0.481224002586136,"MIF",1
"GO:0021761","GO:0021761","limbic system development","1/96","68/12100",0.419094369320087,0.544730637277345,0.481224002586136,"UBB",1
"GO:0046620","GO:0046620","regulation of organ growth","1/96","68/12100",0.419094369320087,0.544730637277345,0.481224002586136,"RGS2",1
"GO:0048709","GO:0048709","oligodendrocyte differentiation","1/96","68/12100",0.419094369320087,0.544730637277345,0.481224002586136,"HES1",1
"GO:0051262","GO:0051262","protein tetramerization","1/96","68/12100",0.419094369320087,0.544730637277345,0.481224002586136,"HLA-DRB1",1
"GO:1902414","GO:1902414","protein localization to cell junction","1/96","68/12100",0.419094369320087,0.544730637277345,0.481224002586136,"HSPB1",1
"GO:1903533","GO:1903533","regulation of protein targeting","1/96","68/12100",0.419094369320087,0.544730637277345,0.481224002586136,"BAG3",1
"GO:1904063","GO:1904063","negative regulation of cation transmembrane transport","1/96","68/12100",0.419094369320087,0.544730637277345,0.481224002586136,"RGS2",1
"GO:2000736","GO:2000736","regulation of stem cell differentiation","1/96","68/12100",0.419094369320087,0.544730637277345,0.481224002586136,"HES1",1
"GO:0043588","GO:0043588","skin development","2/96","180/12100",0.419493957310574,0.544730637277345,0.481224002586136,"PTGES3/ARRDC3",2
"GO:0050708","GO:0050708","regulation of protein secretion","2/96","180/12100",0.419493957310574,0.544730637277345,0.481224002586136,"HLA-DRB1/HIF1A",2
"GO:0051259","GO:0051259","protein complex oligomerization","2/96","180/12100",0.419493957310574,0.544730637277345,0.481224002586136,"HLA-DRB1/MIF",2
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","3/96","297/12100",0.420362154971511,0.545539929558015,0.481938944694978,"CLK1/HES1/MIF",3
"GO:0048762","GO:0048762","mesenchymal cell differentiation","2/96","181/12100",0.422240777489764,0.546723667527745,0.482984678282965,"HES1/HIF1A",2
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","2/96","181/12100",0.422240777489764,0.546723667527745,0.482984678282965,"RPS3/MIF",2
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","1/96","69/12100",0.423729254671257,0.546723667527745,0.482984678282965,"PTGES3",1
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","1/96","69/12100",0.423729254671257,0.546723667527745,0.482984678282965,"HLA-DRB1",1
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","1/96","69/12100",0.423729254671257,0.546723667527745,0.482984678282965,"HLA-DRB1",1
"GO:0010822","GO:0010822","positive regulation of mitochondrion organization","1/96","69/12100",0.423729254671257,0.546723667527745,0.482984678282965,"HIF1A",1
"GO:0010921","GO:0010921","regulation of phosphatase activity","1/96","69/12100",0.423729254671257,0.546723667527745,0.482984678282965,"PPP1R15A",1
"GO:0014013","GO:0014013","regulation of gliogenesis","1/96","69/12100",0.423729254671257,0.546723667527745,0.482984678282965,"HES1",1
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","1/96","69/12100",0.423729254671257,0.546723667527745,0.482984678282965,"SDS",1
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","1/96","69/12100",0.423729254671257,0.546723667527745,0.482984678282965,"HLA-DRB1",1
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","3/96","299/12100",0.42460498310952,0.547219500801447,0.483422705550495,"CLK1/HES1/MIF",3
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","3/96","299/12100",0.42460498310952,0.547219500801447,0.483422705550495,"HSPA1B/FKBP4/RPS3",3
"GO:0048863","GO:0048863","stem cell differentiation","2/96","182/12100",0.424981074447948,0.54738742209114,0.483571049979127,"HES1/HIF1A",2
"GO:0006875","GO:0006875","cellular metal ion homeostasis","3/96","300/12100",0.426722604846447,0.548995517615851,0.484991668009371,"HIF1A/DDIT3/HERPUD1",3
"GO:0010639","GO:0010639","negative regulation of organelle organization","3/96","300/12100",0.426722604846447,0.548995517615851,0.484991668009371,"FKBP4/HNRNPA1/SLC25A6",3
"GO:0001823","GO:0001823","mesonephros development","1/96","70/12100",0.428327541725663,0.550424371277005,0.486253940829874,"HES1",1
"GO:0014812","GO:0014812","muscle cell migration","1/96","70/12100",0.428327541725663,0.550424371277005,0.486253940829874,"DDIT3",1
"GO:0006970","GO:0006970","response to osmotic stress","1/96","71/12100",0.432889516455034,0.553412717075408,0.488893894648896,"HSP90AA1",1
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","1/96","71/12100",0.432889516455034,0.553412717075408,0.488893894648896,"HES1",1
"GO:0034728","GO:0034728","nucleosome organization","1/96","71/12100",0.432889516455034,0.553412717075408,0.488893894648896,"HMGB2",1
"GO:0044264","GO:0044264","cellular polysaccharide metabolic process","1/96","71/12100",0.432889516455034,0.553412717075408,0.488893894648896,"PTGES3",1
"GO:0051591","GO:0051591","response to cAMP","1/96","71/12100",0.432889516455034,0.553412717075408,0.488893894648896,"HSPA5",1
"GO:0055072","GO:0055072","iron ion homeostasis","1/96","71/12100",0.432889516455034,0.553412717075408,0.488893894648896,"HIF1A",1
"GO:0070167","GO:0070167","regulation of biomineral tissue development","1/96","71/12100",0.432889516455034,0.553412717075408,0.488893894648896,"HIF1A",1
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","1/96","71/12100",0.432889516455034,0.553412717075408,0.488893894648896,"UPP1",1
"GO:0090502","GO:0090502","RNA phosphodiester bond hydrolysis, endonucleolytic","1/96","71/12100",0.432889516455034,0.553412717075408,0.488893894648896,"RPS21",1
"GO:0006403","GO:0006403","RNA localization","2/96","185/12100",0.433162135647643,0.553443531891738,0.488921116964365,"HNRNPA1/EIF4A3",2
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","2/96","186/12100",0.435875656750993,0.556272256495394,0.491420058795118,"HLA-DRB1/JUN",2
"GO:0045333","GO:0045333","cellular respiration","2/96","186/12100",0.435875656750993,0.556272256495394,0.491420058795118,"HIF1A/CYCS",2
"GO:0045995","GO:0045995","regulation of embryonic development","1/96","72/12100",0.437415462620161,0.556960683393424,0.492028226437412,"HES1",1
"GO:0061912","GO:0061912","selective autophagy","1/96","72/12100",0.437415462620161,0.556960683393424,0.492028226437412,"BAG3",1
"GO:0110149","GO:0110149","regulation of biomineralization","1/96","72/12100",0.437415462620161,0.556960683393424,0.492028226437412,"HIF1A",1
"GO:2000142","GO:2000142","regulation of DNA-templated transcription initiation","1/96","72/12100",0.437415462620161,0.556960683393424,0.492028226437412,"JUN",1
"GO:0001503","GO:0001503","ossification","3/96","306/12100",0.43937238508331,0.559132743760303,0.493947060283131,"ID3/HSPE1/HIF1A",3
"GO:0022037","GO:0022037","metencephalon development","1/96","73/12100",0.441905661787809,0.560116055094735,0.494815733685657,"HSPA5",1
"GO:0030510","GO:0030510","regulation of BMP signaling pathway","1/96","73/12100",0.441905661787809,0.560116055094735,0.494815733685657,"HES1",1
"GO:0034766","GO:0034766","negative regulation of ion transmembrane transport","1/96","73/12100",0.441905661787809,0.560116055094735,0.494815733685657,"RGS2",1
"GO:0043500","GO:0043500","muscle adaptation","1/96","73/12100",0.441905661787809,0.560116055094735,0.494815733685657,"RGS2",1
"GO:0062014","GO:0062014","negative regulation of small molecule metabolic process","1/96","73/12100",0.441905661787809,0.560116055094735,0.494815733685657,"DDIT4",1
"GO:0097306","GO:0097306","cellular response to alcohol","1/96","73/12100",0.441905661787809,0.560116055094735,0.494815733685657,"KLF2",1
"GO:1904892","GO:1904892","regulation of receptor signaling pathway via STAT","1/96","73/12100",0.441905661787809,0.560116055094735,0.494815733685657,"HES1",1
"GO:0044283","GO:0044283","small molecule biosynthetic process","4/96","428/12100",0.442573343318694,0.560643251177891,0.495281467374792,"SDS/PTGES3/MIF/XBP1",4
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","2/96","189/12100",0.443974827052728,0.562098885643221,0.496567398798091,"HLA-DRB1/XBP1",2
"GO:0016525","GO:0016525","negative regulation of angiogenesis","1/96","74/12100",0.446360393347497,0.56256060893315,0.496975292745046,"KLF2",1
"GO:0019646","GO:0019646","aerobic electron transport chain","1/96","74/12100",0.446360393347497,0.56256060893315,0.496975292745046,"CYCS",1
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","1/96","74/12100",0.446360393347497,0.56256060893315,0.496975292745046,"HLA-DRB1",1
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","1/96","74/12100",0.446360393347497,0.56256060893315,0.496975292745046,"JUN",1
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","1/96","74/12100",0.446360393347497,0.56256060893315,0.496975292745046,"HLA-DRB1",1
"GO:1901292","GO:1901292","nucleoside phosphate catabolic process","1/96","74/12100",0.446360393347497,0.56256060893315,0.496975292745046,"UPP1",1
"GO:2000117","GO:2000117","negative regulation of cysteine-type endopeptidase activity","1/96","74/12100",0.446360393347497,0.56256060893315,0.496975292745046,"DNAJB6",1
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","1/96","74/12100",0.446360393347497,0.56256060893315,0.496975292745046,"HLA-DRB1",1
"GO:0007033","GO:0007033","vacuole organization","2/96","191/12100",0.449339172007799,0.565888903153444,0.49991556259012,"BAG3/CTSD",2
"GO:0051493","GO:0051493","regulation of cytoskeleton organization","4/96","432/12100",0.449663827507168,0.565888903153444,0.49991556259012,"HSPA1B/FKBP4/RHOB/RPS3",4
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","1/96","75/12100",0.450779934528159,0.565888903153444,0.49991556259012,"HLA-DRB1",1
"GO:0009063","GO:0009063","cellular amino acid catabolic process","1/96","75/12100",0.450779934528159,0.565888903153444,0.49991556259012,"SDS",1
"GO:0048525","GO:0048525","negative regulation of viral process","1/96","75/12100",0.450779934528159,0.565888903153444,0.49991556259012,"ZC3HAV1",1
"GO:1901343","GO:1901343","negative regulation of vasculature development","1/96","75/12100",0.450779934528159,0.565888903153444,0.49991556259012,"KLF2",1
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","1/96","75/12100",0.450779934528159,0.565888903153444,0.49991556259012,"KLF2",1
"GO:0007265","GO:0007265","Ras protein signal transduction","3/96","313/12100",0.454000018493158,0.56882798880105,0.502511999181888,"RHOB/DOK2/JUN",3
"GO:0051962","GO:0051962","positive regulation of nervous system development","2/96","193/12100",0.454674893720581,0.56882798880105,0.502511999181888,"HES1/HIF1A",2
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","1/96","76/12100",0.45516456041467,0.56882798880105,0.502511999181888,"HLA-DRB1",1
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","1/96","76/12100",0.45516456041467,0.56882798880105,0.502511999181888,"MIF",1
"GO:0032092","GO:0032092","positive regulation of protein binding","1/96","76/12100",0.45516456041467,0.56882798880105,0.502511999181888,"RPL11",1
"GO:0033077","GO:0033077","T cell differentiation in thymus","1/96","76/12100",0.45516456041467,0.56882798880105,0.502511999181888,"RPS6",1
"GO:0035270","GO:0035270","endocrine system development","1/96","76/12100",0.45516456041467,0.56882798880105,0.502511999181888,"HES1",1
"GO:1904659","GO:1904659","glucose transmembrane transport","1/96","76/12100",0.45516456041467,0.56882798880105,0.502511999181888,"SLC2A3",1
"GO:0030595","GO:0030595","leukocyte chemotaxis","2/96","194/12100",0.457331882436161,0.570895797189087,0.504338735115167,"MIF/CCL3L3",2
"GO:0097529","GO:0097529","myeloid leukocyte migration","2/96","194/12100",0.457331882436161,0.570895797189087,0.504338735115167,"MIF/CCL3L3",2
"GO:0010638","GO:0010638","positive regulation of organelle organization","4/96","437/12100",0.458489013047766,0.57201726629871,0.50532945936818,"HSPA1B/RPS3/HIF1A/HNRNPA1",4
"GO:0000041","GO:0000041","transition metal ion transport","1/96","77/12100",0.459514543964254,0.57201726629871,0.50532945936818,"FKBP4",1
"GO:0006766","GO:0006766","vitamin metabolic process","1/96","77/12100",0.459514543964254,0.57201726629871,0.50532945936818,"SLC2A3",1
"GO:0006939","GO:0006939","smooth muscle contraction","1/96","77/12100",0.459514543964254,0.57201726629871,0.50532945936818,"RGS2",1
"GO:0048640","GO:0048640","negative regulation of developmental growth","1/96","77/12100",0.459514543964254,0.57201726629871,0.50532945936818,"RGS2",1
"GO:0046777","GO:0046777","protein autophosphorylation","2/96","195/12100",0.459981551840204,0.572259035140003,0.505543041938253,"CLK1/JUN",2
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","3/96","316/12100",0.460222690586325,0.572259035140003,0.505543041938253,"RPS3/MIF/RGS2",3
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","2/96","196/12100",0.462623850120653,0.574179965237737,0.507240023174594,"DDIT3/HERPUD1",2
"GO:0015849","GO:0015849","organic acid transport","2/96","196/12100",0.462623850120653,0.574179965237737,0.507240023174594,"MIF/RGS2",2
"GO:0005976","GO:0005976","polysaccharide metabolic process","1/96","78/12100",0.463830156022761,0.574179965237737,0.507240023174594,"PTGES3",1
"GO:0007338","GO:0007338","single fertilization","1/96","78/12100",0.463830156022761,0.574179965237737,0.507240023174594,"PAEP",1
"GO:0008645","GO:0008645","hexose transmembrane transport","1/96","78/12100",0.463830156022761,0.574179965237737,0.507240023174594,"SLC2A3",1
"GO:0032088","GO:0032088","negative regulation of NF-kappaB transcription factor activity","1/96","78/12100",0.463830156022761,0.574179965237737,0.507240023174594,"DDIT3",1
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","1/96","78/12100",0.463830156022761,0.574179965237737,0.507240023174594,"HSPB1",1
"GO:0097581","GO:0097581","lamellipodium organization","1/96","78/12100",0.463830156022761,0.574179965237737,0.507240023174594,"HSP90AA1",1
"GO:0033157","GO:0033157","regulation of intracellular protein transport","2/96","197/12100",0.465258726726513,0.57530881977787,0.508237271838366,"HSP90AA1/BAG3",2
"GO:0046879","GO:0046879","hormone secretion","2/96","197/12100",0.465258726726513,0.57530881977787,0.508237271838366,"HLA-DRB1/HIF1A",2
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","1/96","79/12100",0.468111665340829,0.577873990417974,0.510503385763805,"HSPA5",1
"GO:0045069","GO:0045069","regulation of viral genome replication","1/96","79/12100",0.468111665340829,0.577873990417974,0.510503385763805,"ZC3HAV1",1
"GO:0048706","GO:0048706","embryonic skeletal system development","1/96","79/12100",0.468111665340829,0.577873990417974,0.510503385763805,"EIF4A3",1
"GO:0006935","GO:0006935","chemotaxis","4/96","444/12100",0.470767316675869,0.580222971340178,0.512578514137402,"HSPB1/MIF/HMGB2/CCL3L3",4
"GO:0042330","GO:0042330","taxis","4/96","444/12100",0.470767316675869,0.580222971340178,0.512578514137402,"HSPB1/MIF/HMGB2/CCL3L3",4
"GO:0000281","GO:0000281","mitotic cytokinesis","1/96","80/12100",0.472359338589916,0.580222971340178,0.512578514137402,"RHOB",1
"GO:0003279","GO:0003279","cardiac septum development","1/96","80/12100",0.472359338589916,0.580222971340178,0.512578514137402,"HES1",1
"GO:0006513","GO:0006513","protein monoubiquitination","1/96","80/12100",0.472359338589916,0.580222971340178,0.512578514137402,"UBB",1
"GO:0007368","GO:0007368","determination of left/right symmetry","1/96","80/12100",0.472359338589916,0.580222971340178,0.512578514137402,"HIF1A",1
"GO:0015749","GO:0015749","monosaccharide transmembrane transport","1/96","80/12100",0.472359338589916,0.580222971340178,0.512578514137402,"SLC2A3",1
"GO:0050773","GO:0050773","regulation of dendrite development","1/96","80/12100",0.472359338589916,0.580222971340178,0.512578514137402,"YWHAH",1
"GO:0072009","GO:0072009","nephron epithelium development","1/96","80/12100",0.472359338589916,0.580222971340178,0.512578514137402,"HES1",1
"GO:0009914","GO:0009914","hormone transport","2/96","200/12100",0.473118339560151,0.580514899283998,0.512836408083469,"HLA-DRB1/HIF1A",2
"GO:0051146","GO:0051146","striated muscle cell differentiation","2/96","200/12100",0.473118339560151,0.580514899283998,0.512836408083469,"XBP1/RGS2",2
"GO:0051046","GO:0051046","regulation of secretion","4/96","446/12100",0.474257796172286,0.581592572728899,0.513788442526085,"HLA-DRB1/MIF/HIF1A/XBP1",4
"GO:0007605","GO:0007605","sensory perception of sound","1/96","81/12100",0.476573440378217,0.582188179770866,0.514314611581192,"DDIT3",1
"GO:0032611","GO:0032611","interleukin-1 beta production","1/96","81/12100",0.476573440378217,0.582188179770866,0.514314611581192,"HSPB1",1
"GO:0032651","GO:0032651","regulation of interleukin-1 beta production","1/96","81/12100",0.476573440378217,0.582188179770866,0.514314611581192,"HSPB1",1
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","1/96","81/12100",0.476573440378217,0.582188179770866,0.514314611581192,"CYCS",1
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","1/96","81/12100",0.476573440378217,0.582188179770866,0.514314611581192,"CYCS",1
"GO:0120162","GO:0120162","positive regulation of cold-induced thermogenesis","1/96","81/12100",0.476573440378217,0.582188179770866,0.514314611581192,"GADD45G",1
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","1/96","81/12100",0.476573440378217,0.582188179770866,0.514314611581192,"CACYBP",1
"GO:0005996","GO:0005996","monosaccharide metabolic process","2/96","202/12100",0.478320101579396,0.584001571391072,0.515916591558109,"SDS/SLC2A3",2
"GO:0023061","GO:0023061","signal release","3/96","325/12100",0.478710827305941,0.584158362964565,0.516055103812432,"HLA-DRB1/MIF/HIF1A",3
"GO:0043269","GO:0043269","regulation of ion transport","4/96","449/12100",0.479478072468405,0.584280063617636,0.516162616170615,"HES1/MIF/RGS2/YWHAH",4
"GO:0014020","GO:0014020","primary neural tube formation","1/96","82/12100",0.480754233266451,0.584280063617636,0.516162616170615,"HIF1A",1
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","1/96","82/12100",0.480754233266451,0.584280063617636,0.516162616170615,"PPP1R15A",1
"GO:0045185","GO:0045185","maintenance of protein location","1/96","82/12100",0.480754233266451,0.584280063617636,0.516162616170615,"HSPA5",1
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","1/96","82/12100",0.480754233266451,0.584280063617636,0.516162616170615,"HLA-DRB1",1
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","1/96","82/12100",0.480754233266451,0.584280063617636,0.516162616170615,"CACYBP",1
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","2/96","203/12100",0.480909455146442,0.584280063617636,0.516162616170615,"RPL11/RPL5",2
"GO:0042886","GO:0042886","amide transport","2/96","203/12100",0.480909455146442,0.584280063617636,0.516162616170615,"HLA-DRB1/HIF1A",2
"GO:0008544","GO:0008544","epidermis development","2/96","204/12100",0.483491067138991,0.585934185851303,0.517623894952419,"HLA-DRB1/HES1",2
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","2/96","204/12100",0.483491067138991,0.585934185851303,0.517623894952419,"HES1/MIF",2
"GO:0051403","GO:0051403","stress-activated MAPK cascade","2/96","204/12100",0.483491067138991,0.585934185851303,0.517623894952419,"GADD45G/GADD45B",2
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","2/96","204/12100",0.483491067138991,0.585934185851303,0.517623894952419,"HES1/HSPA5",2
"GO:0000422","GO:0000422","autophagy of mitochondrion","1/96","83/12100",0.484901977783544,0.585934185851303,0.517623894952419,"HIF1A",1
"GO:0030593","GO:0030593","neutrophil chemotaxis","1/96","83/12100",0.484901977783544,0.585934185851303,0.517623894952419,"CCL3L3",1
"GO:0043200","GO:0043200","response to amino acid","1/96","83/12100",0.484901977783544,0.585934185851303,0.517623894952419,"XBP1",1
"GO:0055007","GO:0055007","cardiac muscle cell differentiation","1/96","83/12100",0.484901977783544,0.585934185851303,0.517623894952419,"RGS2",1
"GO:0061726","GO:0061726","mitochondrion disassembly","1/96","83/12100",0.484901977783544,0.585934185851303,0.517623894952419,"HIF1A",1
"GO:1905954","GO:1905954","positive regulation of lipid localization","1/96","83/12100",0.484901977783544,0.585934185851303,0.517623894952419,"MIF",1
"GO:0045088","GO:0045088","regulation of innate immune response","2/96","205/12100",0.486064896519964,0.587020891838373,0.518583908891319,"HSP90AA1/HMGB2",2
"GO:0051051","GO:0051051","negative regulation of transport","3/96","329/12100",0.486836200063073,0.587633722244153,0.519125293349241,"BAG3/HES1/RGS2",3
"GO:0001508","GO:0001508","action potential","1/96","84/12100",0.489016932442175,0.588989025715914,0.520322590722966,"YWHAH",1
"GO:0007127","GO:0007127","meiosis I","1/96","84/12100",0.489016932442175,0.588989025715914,0.520322590722966,"UBB",1
"GO:0014902","GO:0014902","myotube differentiation","1/96","84/12100",0.489016932442175,0.588989025715914,0.520322590722966,"XBP1",1
"GO:0048593","GO:0048593","camera-type eye morphogenesis","1/96","84/12100",0.489016932442175,0.588989025715914,0.520322590722966,"HIF1A",1
"GO:0001894","GO:0001894","tissue homeostasis","2/96","207/12100",0.491189048883817,0.590965970753247,0.522069056478065,"HSPB1/LYZ",2
"GO:0050890","GO:0050890","cognition","2/96","207/12100",0.491189048883817,0.590965970753247,0.522069056478065,"HIF1A/EIF4A3",2
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","1/96","85/12100",0.493099353754222,0.592623993961496,0.523533781444963,"HLA-DRB1",1
"GO:0072089","GO:0072089","stem cell proliferation","1/96","85/12100",0.493099353754222,0.592623993961496,0.523533781444963,"HMGB2",1
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","3/96","333/12100",0.494902170804988,0.594469867520339,0.525164456500609,"HSP90AA1/RPS3/MIF",3
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","3/96","334/12100",0.496909144554996,0.595883707287409,0.526413465800188,"HSPA1B/DDIT4/HIF1A",3
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","1/96","86/12100",0.497149496246073,0.595883707287409,0.526413465800188,"HES1",1
"GO:0090398","GO:0090398","cellular senescence","1/96","86/12100",0.497149496246073,0.595883707287409,0.526413465800188,"MIF",1
